RHR,HRV,Recovery,Sleep.Score,Hours.of.Sleep,Sleep.Efficiency....,Wake.Periods,Sleep.Disturbances,REM.Sleep..hours.,Deep.Sleep..hours.,Light.Sleep..hours.,Awake..hours.,Sleep.Debt..hours.,Sleep.Consistency,Respiratory.Rate,Total.Cycle.Sleep.Time..hours.,REM.Percentage,Deep.Sleep.Percentage,RSI
-0.49079544417336246,-0.10458090834881392,0.19942170073887064,-0.2295684055998395,0.06379117780999136,-0.2174859699432758,0.5088409128145822,0.608954578320597,0.3201497707378736,0.45997462631853525,-0.2971785690415567,0.1943754625888216,0.39642314873014234,0.6129641724101149,-0.27356364204360056,-0.05880381811231236,0.2718457454916309,0.4221428674145222,0.8932092376651771
-1.2451941131157682,1.2942579844846036,-0.20394712791448633,-1.5661043887956942,-0.9995661481637801,-0.04630842929929529,-1.5691260900747463,-1.460934933497546,-0.759726853809349,-0.13819353294315062,-0.7853769751089053,-0.4257384414981905,3.42184124911166,-1.0291919998079668,-3.5187251386298053,-1.058209069743268,-0.16263403357090794,0.8833074942008112,-1.3315993743374437
-0.49079544417336246,-0.10458090834881392,0.19942170073887064,-0.2295684055998395,0.06379117780999136,-0.2174859699432758,0.5088409128145822,0.608954578320597,0.3201497707378736,0.45997462631853525,-0.2971785690415567,0.1943754625888216,0.39642314873014234,0.6129641724101149,-0.27356364204360056,-0.05880381811231236,0.2718457454916309,0.4221428674145222,0.8932092376651771
-0.49079544417336246,-0.10458090834881392,0.19942170073887064,-0.2295684055998395,0.06379117780999136,-0.2174859699432758,0.5088409128145822,0.608954578320597,0.3201497707378736,0.45997462631853525,-0.2971785690415567,0.1943754625888216,0.39642314873014234,0.6129641724101149,-0.27356364204360056,-0.05880381811231236,0.2718457454916309,0.4221428674145222,0.8932092376651771
-0.5964670078109114,1.3288173071584921,-0.04035314134995898,-1.299766657272716,-1.045024325860275,0.15006788123336304,-1.3896875264996493,-1.26184465139251,-0.9143763229713939,-2.405687451780765,0.1437748389972331,-0.5058580272534338,1.2663622806050003,-2.300272872831958,-2.521415282021379,-1.1002075386184507,-0.33583663103995354,-2.5176915576312897,-1.3471735659754767
-0.49079544417336246,-0.10458090834881392,0.19942170073887064,-0.2295684055998395,0.06379117780999136,-0.2174859699432758,0.5088409128145822,0.608954578320597,0.3201497707378736,0.45997462631853525,-0.2971785690415567,0.1943754625888216,0.39642314873014234,0.6129641724101149,-0.27356364204360056,-0.05880381811231236,0.2718457454916309,0.4221428674145222,0.8932092376651771
-0.49079544417336246,-0.10458090834881392,0.19942170073887064,-0.2295684055998395,0.06379117780999136,-0.2174859699432758,0.5088409128145822,0.608954578320597,0.3201497707378736,0.45997462631853525,-0.2971785690415567,0.1943754625888216,0.39642314873014234,0.6129641724101149,-0.27356364204360056,-0.05880381811231236,0.2718457454916309,0.4221428674145222,0.8932092376651771
-0.49079544417336246,-0.10458090834881392,0.19942170073887064,-0.2295684055998395,0.06379117780999136,-0.2174859699432758,0.5088409128145822,0.608954578320597,0.3201497707378736,0.45997462631853525,-0.2971785690415567,0.1943754625888216,0.39642314873014234,0.6129641724101149,-0.27356364204360056,-0.05880381811231236,0.2718457454916309,0.4221428674145222,0.8932092376651771
-0.49079544417336246,-0.10458090834881392,0.19942170073887064,-0.2295684055998395,0.06379117780999136,-0.2174859699432758,0.5088409128145822,0.608954578320597,0.3201497707378736,0.45997462631853525,-0.2971785690415567,0.1943754625888216,0.39642314873014234,0.6129641724101149,-0.27356364204360056,-0.05880381811231236,0.2718457454916309,0.4221428674145222,0.8932092376651771
-0.49079544417336246,-0.10458090834881392,0.19942170073887064,-0.2295684055998395,0.06379117780999136,-0.2174859699432758,0.5088409128145822,0.608954578320597,0.3201497707378736,0.45997462631853525,-0.2971785690415567,0.1943754625888216,0.39642314873014234,0.6129641724101149,-0.27356364204360056,-0.05880381811231236,0.2718457454916309,0.4221428674145222,0.8932092376651771
-1.893921218420625,2.15824105133182,1.7046493820049995,0.9641040606725989,0.4626719010734565,1.5247020549619712,-1.5691260900747463,-1.6600252156025823,0.24549469574394417,1.407825048082496,-0.0885131145293014,-1.2870239883670547,-0.5135408070254981,-0.3625417335688391,-3.1107488101661716,0.29274167907509335,0.31367310946896787,1.7273510545095074,-2.59880081584699
-0.49079544417336246,-0.10458090834881392,0.19942170073887064,-0.2295684055998395,0.06379117780999136,-0.2174859699432758,0.5088409128145822,0.608954578320597,0.3201497707378736,0.45997462631853525,-0.2971785690415567,0.1943754625888216,0.39642314873014234,0.6129641724101149,-0.27356364204360056,-0.05880381811231236,0.2718457454916309,0.4221428674145222,0.8932092376651771
-0.49079544417336246,-0.10458090834881392,0.19942170073887064,-0.2295684055998395,0.06379117780999136,-0.2174859699432758,0.5088409128145822,0.608954578320597,0.3201497707378736,0.45997462631853525,-0.2971785690415567,0.1943754625888216,0.39642314873014234,0.6129641724101149,-0.27356364204360056,-0.05880381811231236,0.2718457454916309,0.4221428674145222,0.8932092376651771
-0.49079544417336246,-0.10458090834881392,0.19942170073887064,-0.2295684055998395,0.06379117780999136,-0.2174859699432758,0.5088409128145822,0.608954578320597,0.3201497707378736,0.45997462631853525,-0.2971785690415567,0.1943754625888216,0.39642314873014234,0.6129641724101149,-0.27356364204360056,-0.05880381811231236,0.2718457454916309,0.4221428674145222,0.8932092376651771
-0.49079544417336246,-0.10458090834881392,0.19942170073887064,-0.2295684055998395,0.06379117780999136,-0.2174859699432758,0.5088409128145822,0.608954578320597,0.3201497707378736,0.45997462631853525,-0.2971785690415567,0.1943754625888216,0.39642314873014234,0.6129641724101149,-0.27356364204360056,-0.05880381811231236,0.2718457454916309,0.4221428674145222,0.8932092376651771
-0.49079544417336246,-0.10458090834881392,0.19942170073887064,-0.2295684055998395,0.06379117780999136,-0.2174859699432758,0.5088409128145822,0.608954578320597,0.3201497707378736,0.45997462631853525,-0.2971785690415567,0.1943754625888216,0.39642314873014234,0.6129641724101149,-0.27356364204360056,-0.05880381811231236,0.2718457454916309,0.4221428674145222,0.8932092376651771
-0.49079544417336246,-0.10458090834881392,0.19942170073887064,-0.2295684055998395,0.06379117780999136,-0.2174859699432758,0.5088409128145822,0.608954578320597,0.3201497707378736,0.45997462631853525,-0.2971785690415567,0.1943754625888216,0.39642314873014234,0.6129641724101149,-0.27356364204360056,-0.05880381811231236,0.2718457454916309,0.4221428674145222,0.8932092376651771
