RHR,HRV,Recovery,Sleep.Score,Hours.in.Bed,Hours.of.Sleep,Sleep.Need,Sleep.Efficiency....,Wake.Periods,Sleep.Disturbances,Latency..min.,Cycles,REM.Sleep..hours.,Deep.Sleep..hours.,Light.Sleep..hours.,Awake..hours.,Sleep.Debt..hours.,Sleep.Consistency,Respiratory.Rate,Total.Cycle.Sleep.Time..hours.,REM.Percentage,Deep.Sleep.Percentage,Restorative.Sleep..hours.,Restorative.Sleep....,RSI
59.69308430085815,84.06562342251388,59.54618879353862,76.3932357395255,7.780843008581524,6.890545179202423,8.910610802624936,88.86572438162544,14.870450339296731,11.625946491670874,2.8856385663806163,5.302372539121656,2.0445936395759716,1.3724734982332154,3.473356890459364,0.8972791519434629,0.982165572942958,62.58654970760234,16.45500546282246,7.177874810701666,26.37349823321555,17.78748107016658,3.414941948510853,44.13922261484099,0.37774193548387097
48.0,120.0,58.0,51.0,6.36,5.62,11.02,88.0,7.0,6.0,15.97,3.0,1.67,1.42,2.53,0.74,3.21,60.2,11.7188,5.62,26.3,22.3,3.97,64.6,0.33
59.69308430085815,84.06562342251388,59.54618879353862,76.3932357395255,7.780843008581524,6.890545179202423,8.910610802624936,88.86572438162544,14.870450339296731,11.625946491670874,2.8856385663806163,5.302372539121656,2.0445936395759716,1.3724734982332154,3.473356890459364,0.8972791519434629,0.982165572942958,62.58654970760234,16.45500546282246,7.177874810701666,26.37349823321555,17.78748107016658,3.414941948510853,44.13922261484099,0.37774193548387097
59.69308430085815,84.06562342251388,59.54618879353862,76.3932357395255,7.780843008581524,6.890545179202423,8.910610802624936,88.86572438162544,14.870450339296731,11.625946491670874,2.8856385663806163,5.302372539121656,2.0445936395759716,1.3724734982332154,3.473356890459364,0.8972791519434629,0.982165572942958,62.58654970760234,16.45500546282246,7.177874810701666,26.37349823321555,17.78748107016658,3.414941948510853,44.13922261484099,0.37774193548387097
53.0,121.0,61.0,55.0,6.25,5.56,10.15,89.0,8.0,7.0,10.57,3.0,1.57,0.54,3.45,0.7,1.89,37.0,13.0078,5.56,25.1,8.6,2.68,39.6,0.364
59.69308430085815,84.06562342251388,59.54618879353862,76.3932357395255,7.780843008581524,6.890545179202423,8.910610802624936,88.86572438162544,14.870450339296731,11.625946491670874,2.8856385663806163,5.302372539121656,2.0445936395759716,1.3724734982332154,3.473356890459364,0.8972791519434629,0.982165572942958,62.58654970760234,16.45500546282246,7.177874810701666,26.37349823321555,17.78748107016658,3.414941948510853,44.13922261484099,0.37774193548387097
59.69308430085815,84.06562342251388,59.54618879353862,76.3932357395255,7.780843008581524,6.890545179202423,8.910610802624936,88.86572438162544,14.870450339296731,11.625946491670874,2.8856385663806163,5.302372539121656,2.0445936395759716,1.3724734982332154,3.473356890459364,0.8972791519434629,0.982165572942958,62.58654970760234,16.45500546282246,7.177874810701666,26.37349823321555,17.78748107016658,3.414941948510853,44.13922261484099,0.37774193548387097
59.69308430085815,84.06562342251388,59.54618879353862,76.3932357395255,7.780843008581524,6.890545179202423,8.910610802624936,88.86572438162544,14.870450339296731,11.625946491670874,2.8856385663806163,5.302372539121656,2.0445936395759716,1.3724734982332154,3.473356890459364,0.8972791519434629,0.982165572942958,62.58654970760234,16.45500546282246,7.177874810701666,26.37349823321555,17.78748107016658,3.414941948510853,44.13922261484099,0.37774193548387097
59.69308430085815,84.06562342251388,59.54618879353862,76.3932357395255,7.780843008581524,6.890545179202423,8.910610802624936,88.86572438162544,14.870450339296731,11.625946491670874,2.8856385663806163,5.302372539121656,2.0445936395759716,1.3724734982332154,3.473356890459364,0.8972791519434629,0.982165572942958,62.58654970760234,16.45500546282246,7.177874810701666,26.37349823321555,17.78748107016658,3.414941948510853,44.13922261484099,0.37774193548387097
59.69308430085815,84.06562342251388,59.54618879353862,76.3932357395255,7.780843008581524,6.890545179202423,8.910610802624936,88.86572438162544,14.870450339296731,11.625946491670874,2.8856385663806163,5.302372539121656,2.0445936395759716,1.3724734982332154,3.473356890459364,0.8972791519434629,0.982165572942958,62.58654970760234,16.45500546282246,7.177874810701666,26.37349823321555,17.78748107016658,3.414941948510853,44.13922261484099,0.37774193548387097
